Index,Sum of Round Trip Mileage (km),Sum of Round Trip CO2 emission (kgCo2e)
1165,16.09344,2.6818108416000004
1166,41.842944,6.972708188160001
1167,41.842944,1.4837507942400001
1168,4.5061632,0
1169,35.405568,5.899983851520001
1170,77.248512,4.06867912704
1171,80.4672,13.409054208000002
1172,22.530816,3.7545351782400003
1173,38.624256,6.436346019840001
1174,12.874752,1.3151559168000002
1176,48.28032,8.0454325248
1177,9.656064,0
1178,11.909145600000002,0
1179,80.4672,13.409054208000002
1180,112.65408000000001,18.772675891200002
1181,32.18688,5.363621683200001
1182,0.804672,0
1183,64.37376,10.727243366400002
1184,180.246528,6.39154188288
1185,3.8624256,0.39454677504
